category,name,url,price,rating,reviews_count,image_url,description,brand,color,laptop_type,processor_brand,processor_model,ram_gb,ram_type,gpu_brand,gpu_model,has_dedicated_gpu,storage_gb,storage_type,screen_size,display_type,touchscreen,weight_kg,battery_whr,os,good_for_gaming,good_for_video_editing,good_for_programming,good_for_students,good_for_business
laptop,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_417&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEELs8MDJVb6eoDdM-mFwfXxGp5iBsv_cHJc2xbWysDCSOfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,30990,4.3,233,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/p/w/-original-imahg5fxzmyzbkv8.jpeg?q=70,"Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light .... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 14.0"" HD display. weighs 1.45kg. running Windows 11 Home.",Acer,Steel Gray,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,HD,FALSE,1.45,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",https://www.flipkart.com/asus-vivobook-15-2025-i5-14th-gen-mso-2024-m365-basic-backlit-keyboard-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-nj2862ws-thin-light-laptop/p/itm509f174cc1a04?pid=COMHDG7CFDWVKYMZ&lid=LSTCOMHDG7CFDWVKYMZSDYMWT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_418&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEEKWTvl-Pp9t39g-BV2DuQE0ikhvvgctbgR8FHHfjnxqGfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,49990,4.3,79,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/u/e/-original-imahcd8gzqjnp2vv.jpeg?q=70,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U.... powered by Intel Core 5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,Intel,Core 5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic*, (i5 14th gen) Intel Core 5 210H - (16 GB/51...",https://www.flipkart.com/asus-tuf-gaming-f16-2025-office-2024-m365-basic-i5-14th-gen-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050a-144-hz-fx607vb-rl076ws-laptop/p/itm8e2ed6481d4cd?pid=COMH9EVVFYB6SXB8&lid=LSTCOMH9EVVFYB6SXB8HKVT1O&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_419&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMH9EVVFYB6SXB8.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,76990,4.2,6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/s/g/-original-imahg5fyahhzzkmk.jpeg?q=70,"ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic*, (i5 14th gen) Intel Core 5 210H - (16 GB/51.... powered by Intel Core 5. 16GB DDR4 RAM. 512.0GB SSD. NVIDIA RTX 3050A graphics. 16.0"" Full HD display. weighs 2.2kg. running Windows 11 Home.",ASUS,Mecha Gray,Gaming Laptop,Intel,Core 5,16,DDR4,NVIDIA,RTX 3050A,TRUE,512,SSD,16,Full HD,FALSE,2.2,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
laptop,Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6A4HN/A,https://www.flipkart.com/apple-macbook-air-m4-24-gb-512-gb-ssd-macos-sequoia-mc6a4hn-a/p/itm59e52a678fa9c?pid=COMH9ZWQNXNAPHHW&lid=LSTCOMH9ZWQNXNAPHHW9EHG1P&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_420&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMH9ZWQNXNAPHHW.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,130699,5,1,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/o/f/-original-imahayjprdnrga3v.jpeg?q=70,"Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6A4HN/A. powered by Apple M4. 24GB Unified Memory RAM. 512.0GB SSD. 13.6"" Retina display. weighs 1.24kg. running macOS Sequoia.",Apple,Starlight,Thin and Light Laptop,Apple,M4,24,Unified Memory,,,FALSE,512,SSD,13.6,Retina,FALSE,1.24,,macOS Sequoia,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_421&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEELyJiY1Maesh_y4Dto6PphbTtQ3kAa7GWVHZmlPP8GfYQ%3D%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,49990,4.4,200,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/r/p/-original-imahg5ftvnmqhgqp.jpeg?q=70,"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi.... powered by Intel Core 5 (Series 2). 16GB DDR5 RAM. 512.0GB SSD. 14.0"" OLED display. weighs 1.4kg. running Windows 11 Home.",MOTOROLA,PANTONE Bronze Green,Thin and Light Laptop,Intel,Core 5 (Series 2),16,DDR5,Intel,Integrated Graphics,FALSE,512,SSD,14,OLED,FALSE,1.4,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and ...,https://www.flipkart.com/dell-15-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-ovn353025001ring1o-thin-light-laptop/p/itmb007cf7efac41?pid=COMHD99W94EPN2H2&lid=LSTCOMHD99W94EPN2H28GBQQL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_422&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEEK_gIJc-OYUcQWiVRNcKUJohn0uaKkgWn3tpmatqZbcEfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,38990,4.2,31,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/i/b/-original-imahgx8ws7ypyhmd.jpeg?q=70,"DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and .... powered by Intel Core i3. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.66kg. running Windows 11 Home.",DELL,Titan Grey,Thin and Light Laptop,Intel,Core i3,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,FALSE,1.66,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm20708ce5793f7?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_423&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMGP8QVTK3EQDXE.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,62199,4.2,216,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/0/2/-original-imahg5fxb7mgjemc.jpeg?q=70,"Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. NVIDIA RTX 3050 graphics. 15.6"" LCD display. weighs 2.1kg. running Windows 11 Home.",Acer,Charcoal Black,Gaming Laptop,Intel,Core i5,16,DDR4,NVIDIA,RTX 3050,TRUE,512,SSD,15.6,LCD,FALSE,2.1,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
laptop,MSI Modern 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115IN Th...,https://www.flipkart.com/msi-modern-14-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-c13m-115in-thin-light-laptop/p/itmc778cc72a0aa4?pid=COMGMV6V6ZAUMWEH&lid=LSTCOMGMV6V6ZAUMWEHX12DJK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_424&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMGMV6V6ZAUMWEH.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,33990,4.3,15,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/a/e/-original-imahg4uv5q6zgxwq.jpeg?q=70,"MSI Modern 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115IN Th.... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 14.0"" IPS display. weighs 1.4kg. running Windows 11 Home.",MSI,Silver,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,IPS,FALSE,1.4,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1...,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-next-gen-ai-pc-full-metal-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_425&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEELefff01jjfsMQUjv5rlh9lmHEXmeLQL2cKi8ce-UIJ0PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,57990,4.1,68,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/l/r/-original-imahg5fxwyqndjhu.jpeg?q=70,"Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1.... powered by Snapdragon X Plus. 16GB LPDDR5X RAM. 1024.0GB SSD. 14.0"" IPS display. weighs 1.48kg. running Windows 11 Home.",Lenovo,Cloud Grey,Thin and Light Laptop,Snapdragon,X Plus,16,LPDDR5X,Qualcomm,Adreno,FALSE,1024,SSD,14,IPS,FALSE,1.48,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 35...,https://www.flipkart.com/dell-latitude-3550-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itm3d6e30e47aa2a?pid=COMHFAHTZTDCSRSK&lid=LSTCOMHFAHTZTDCSRSKSSYQVW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_426&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMHFAHTZTDCSRSK.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,40990,4.2,2,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/h/w/latitude-3550-thin-and-light-laptop-dell-original-imahfahtxcfruawv.jpeg?q=70,"DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 35.... powered by Intel Core i3. 16GB DDR5 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.6kg. running Windows 11 Pro.",DELL,Smoky Black,Thin and Light Laptop,Intel,Core i3,16,DDR5,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,TRUE,1.6,,Windows 11 Pro,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj130ws-e1504fa-bq2322ws-thin-light-laptop/p/itm9af4f3b5de2ff?pid=COMH94992SQ8HYGZ&lid=LSTCOMH94992SQ8HYGZMHVF97&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_427&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEEI2x76sARPNtJuZJdZ3pimbAZUylytcEKYA_kTv_pI5n_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,30990,4.3,94,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/y/o/-original-imahg5fxjta7gns7.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | .... powered by AMD Ryzen 3. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Mixed Black,Thin and Light Laptop,AMD,Ryzen 3,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj132ws-e1504fa-nj521ws-thin-light-laptop/p/itm657eb80ea799a?pid=COMH9499JNGDGTZ5&lid=LSTCOMH9499JNGDGTZ5WJGUDN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_428&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEEKiz4Sqg9UFRyNLohiNvSHHxu0SnwRnU0-3x48vd2ae0KV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,36990,4.2,49,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/b/i/-original-imahg53xeuxqm6bv.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | .... powered by AMD Ryzen 5. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,AMD,Ryzen 5,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,Samsung Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG2IN / NP750XGK-...,https://www.flipkart.com/samsung-galaxy-book4-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-np750xgk-kg2in-np750xgk-lg2in-thin-light-laptop/p/itm536cb1c70f7b7?pid=COMGYQ26HYHX2HT4&lid=LSTCOMGYQ26HYHX2HT4B2TBCG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_429&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMGYQ26HYHX2HT4.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,58699,4.4,32,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/v/4/-original-imahg52n6cfyqvmt.jpeg?q=70,"Samsung Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG2IN / NP750XGK-.... powered by Intel Core 5. 16GB LPDDR4X RAM. 512.0GB SSD. 15.6"" IPS display. weighs 1.55kg. running Windows 11 Home.",Samsung,Gray,Thin and Light Laptop,Intel,Core 5,16,LPDDR4X,Intel,Iris Xe,FALSE,512,SSD,15.6,IPS,FALSE,1.55,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,https://www.flipkart.com/acer-predator-helios-neo-16s-ai-intel-core-ultra-7-255-hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5060-phn16s-71-gaming-laptop/p/itm928fc558f47b8?pid=COMHDT6GZZHHE93D&lid=LSTCOMHDT6GZZHHE93DX1SBK7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_430&otracker=browse&fm=organic&iid=bf21bcbb-8b37-4a98-9cf0-286c150d532e.COMHDT6GZZHHE93D.SEARCH&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,159999,4.7,9,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/u/i/-original-imahe9x9gyhggy6f.jpeg?q=70,"Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph.... powered by Intel Core Ultra 7. 16GB DDR5 RAM. 1024.0GB SSD. NVIDIA RTX 5060 graphics. 16.0"" OLED display. weighs 2.3kg. running Windows 11 Home.",Acer,Abyssal Black,Gaming Laptop,Intel,Core Ultra 7,16,DDR5,NVIDIA,RTX 5060,TRUE,1024,SSD,16,OLED,FALSE,2.3,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
laptop,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...",https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh078ws-thin-light-laptop/p/itm252509f1beb81?pid=COMHCQ5EYNZ2HRWW&lid=LSTCOMHCQ5EYNZ2HRWWUYQZ3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_431&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEEK6pwRhB9yE61AFInRgI7MuW8cb0MjlVyzUTxFrorRXaA891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,71990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/4/k/-original-imahfn3geekjdudx.jpeg?q=70,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 16.0"" Full HD display. weighs 1.74kg. running Windows 11 Home.",ASUS,Pink,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,16,Full HD,FALSE,1.74,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen...",https://www.flipkart.com/asus-vivobook-s14-flip-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz612ws-2-1-laptop/p/itme494b3629a714?pid=COMH9SJ9VAJ7ZD99&lid=LSTCOMH9SJ9VAJ7ZD99ZNVNMB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_18_432&otracker=browse&fm=organic&iid=en_Dap59FPzYTY8jVxYLE2C0h0aNqCtTXlHCFwTEmgLEELIc332QHEmWStyZw0Ptoli3JJreNqE10axEDA06lGYnBhTy0lUJ14SzoMSv_CzLF0%3D&ppt=None&ppn=None&ssid=zygj1evb400000001764345760188,63990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/s/e/-original-imahg4ut9hnhkwhg.jpeg?q=70,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 14.0"" IPS display. weighs 1.65kg. running Windows 11 Home.",ASUS,Transparent Silver,2 in 1 Laptop,Intel,Core i5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,IPS,FALSE,1.65,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L...,https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itm8b3f045df43be?pid=COMH9MTAXPHXKQTW&lid=LSTCOMH9MTAXPHXKQTWMYDNZS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_433&otracker=browse&fm=organic&iid=25fe8285-6c87-4933-ab7b-253ef2879e06.COMH9MTAXPHXKQTW.SEARCH&ppt=None&ppn=None&ssid=2k3y9ycdeo0000001764345768396,34727,4.4,2,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/w/w/15r-g9-thin-and-light-laptop-hp-original-imah9m58gwabuze5.jpeg?q=70,"HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L.... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.6kg. running Windows 11 Home.",HP,Ash Grey,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,FALSE,1.6,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a...,https://www.flipkart.com/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-b12mo-thin-light-laptop/p/itm60c14709fdf3b?pid=COMHYWTJTSSVNNFF&lid=LSTCOMHYWTJTSSVNNFFQJYQ6A&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_434&otracker=browse&fm=organic&iid=25fe8285-6c87-4933-ab7b-253ef2879e06.COMHYWTJTSSVNNFF.SEARCH&ppt=None&ppn=None&ssid=2k3y9ycdeo0000001764345768396,51990,4.5,2,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/u/n/-original-imahg5fufxfhk3b7.jpeg?q=70,"MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a.... powered by Intel Core i7. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" IPS display. weighs 1.7kg. running Windows 11 Home.",MSI,Classic Black,Thin and Light Laptop,Intel,Core i7,16,DDR4,Intel,Iris Xe,FALSE,512,SSD,15.6,IPS,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_435&otracker=browse&fm=organic&iid=en_KQtdkJV8ZXxaGT-i-TcDRx9KqWxxvI5yxAj1772_ksMayrw73s0HFlp3WXq_Jy1fQ71Y6DzfE2Py1YOKCzM1GPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2k3y9ycdeo0000001764345768396,64990,4.4,128,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/g/p/-original-imahgwkqughzkwt3.jpeg?q=70,"Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.55kg. running Windows 11 Home.",Samsung,Sapphire Blue,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.6,HD,FALSE,1.55,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
